Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,Price($)
ATI Radeon HD 5450 PCIe x1,GPU,2/4/2010,40,19,59,292,650,TSMC,ATI,14.75
ATI GameCube GPU,GPU,8/24/2000,180,45,120,51,162,NEC,ATI,30
NVIDIA GeForce GT 710 PCIe x1,GPU,3/27/2014,28,19,87,1020,954,TSMC,NVIDIA,21.75
NVIDIA GeForce GTX 860M,GPU,3/10/2014,28,75,294,3540,797,TSMC,NVIDIA,73.5
NVIDIA Quadro2 Pro,GPU,3/22/2001,150,,88,25,200,TSMC,NVIDIA,22
NVIDIA GeForce4 448 Go,GPU,3/1/2002,150,,65,29,200,TSMC,NVIDIA,16.25
NVIDIA GeForce GTX 1650 GDDR6,GPU,4/1/2020,12,75,200,4700,1410,TSMC,NVIDIA,50
NVIDIA GeForce 9650M GT,GPU,8/19/2008,55,23,121,314,550,TSMC,NVIDIA,30.25
AMD Radeon HD 6320 IGP,GPU,8/15/2011,40,18,75,450,508,TSMC,AMD,18.75
NVIDIA GeForce 315 OEM,GPU,3/31/2010,40,33,100,486,475,TSMC,NVIDIA,25
ATI Radeon HD 3850 X3,GPU,NaT,55,145,192,666,669,TSMC,ATI,48
NVIDIA GeForce 805A,GPU,7/22/2014,28,15,87,1020,719,TSMC,NVIDIA,21.75
AMD Radeon RX 6600M,GPU,NaT,7,150,236,,1489,TSMC,AMD,59
NVIDIA GeForce 9800 GT,GPU,7/21/2008,65,125,324,754,600,TSMC,NVIDIA,81
XGI Volari 8600 XT,GPU,NaT,110,,,,450,UMC,Other,0
Intel Iris Graphics 550,GPU,9/1/2015,14,15,,,300,Intel,Intel,0
NVIDIA GeForce GT 335M,GPU,1/7/2010,40,28,144,727,450,TSMC,NVIDIA,36
ATI FireGL V3350,GPU,10/1/2005,90,,100,107,600,TSMC,ATI,25
AMD FirePro S10000 Passive 12GB,GPU,3/1/2014,28,375,352,4313,825,TSMC,AMD,88
AMD Radeon HD 7620G IGP,GPU,5/15/2012,32,25,246,1303,360,TSMC,AMD,61.5
NVIDIA GeForce2 MX + nForce 220,GPU,6/4/2001,180,,65,20,175,Unknown,NVIDIA,16.25
NVIDIA GeForce GTX 980 Ti,GPU,6/2/2015,28,250,601,8000,1000,TSMC,NVIDIA,150.25
AMD Radeon Pro Duo,GPU,4/26/2016,28,350,596,8900,1000,TSMC,AMD,149
AMD Radeon Pro 5500M,GPU,11/13/2019,7,85,158,6400,1000,TSMC,AMD,39.5
NVIDIA GeForce 9400M,GPU,10/15/2008,65,12,144,314,450,Unknown,NVIDIA,36
AMD Radeon R3E Mobile Graphics,GPU,1/28/2015,28,100,107,930,351,GF,AMD,26.75
Intel Iris Plus Graphics 650,GPU,1/3/2017,14,15,,,300,Intel,Intel,0
ATI Radeon HD 4650 AGP,GPU,9/10/2008,55,48,146,514,600,TSMC,ATI,36.5
NVIDIA GeForce 315M,GPU,1/5/2011,40,14,57,260,606,TSMC,NVIDIA,14.25
NVIDIA GeForce GTX 260 Rev. 2,GPU,7/23/2008,55,182,470,1400,576,TSMC,NVIDIA,117.5
NVIDIA GeForce RTX 3050,GPU,1/1/2021,8,90,,,1545,Samsung,NVIDIA,0
ATI Radeon 7500 Mac Edition,GPU,4/16/2002,150,23,83,60,260,TSMC,ATI,20.75
NVIDIA GeForce GTX 965M,GPU,1/9/2015,28,,398,5200,935,TSMC,NVIDIA,99.5
Intel Iris Graphics 6100,GPU,9/5/2014,14,15,133,,300,Intel,Intel,33.25
AMD Radeon RX 5300M,GPU,11/13/2019,7,85,158,6400,1000,TSMC,AMD,39.5
NVIDIA GeForce G102M,GPU,1/8/2009,65,14,144,314,450,Unknown,NVIDIA,36
AMD FirePro S9170,GPU,7/8/2015,28,275,438,6200,930,TSMC,AMD,109.5
NVIDIA GeForce GTX 980 Mobile,GPU,9/21/2015,28,,398,5200,1064,TSMC,NVIDIA,99.5
NVIDIA GeForce GTX 1650 Ti Mobile,GPU,4/23/2020,12,50,284,6600,1350,TSMC,NVIDIA,71
ATI Radeon 9550 XT,GPU,5/4/2005,130,,76,60,425,TSMC,ATI,19
AMD Radeon HD 6625M,GPU,1/4/2011,40,26,104,716,450,TSMC,AMD,26
NVIDIA GeForce GT 520 OEM,GPU,8/20/2012,40,29,79,292,589,TSMC,NVIDIA,19.75
NVIDIA GeForce MX350,GPU,2/10/2020,14,20,132,3300,1354,Samsung,NVIDIA,33
AMD Radeon Vega 8 Embedded,GPU,4/19/2018,14,35,210,4940,300,GF,AMD,52.5
NVIDIA GeForce G210 OEM Rev. 2,GPU,8/24/2009,40,31,57,260,589,TSMC,NVIDIA,14.25
ATI Radeon 9800 PRO MAXX,GPU,NaT,150,94,215,117,380,TSMC,ATI,53.75
ATI Radeon 9800 SE,GPU,3/1/2003,150,,215,117,378,TSMC,ATI,53.75
NVIDIA Quadro FX 570M,GPU,6/1/2007,80,45,169,289,475,TSMC,NVIDIA,42.25
NVIDIA GeForce GT 630 Rev. 2,GPU,5/29/2013,28,25,87,1020,902,TSMC,NVIDIA,21.75
ATI Radeon X800 GT,GPU,11/1/2005,130,40,297,160,475,TSMC,ATI,74.25
AMD Radeon HD 7510 OEM,GPU,2/1/2013,40,39,118,716,650,TSMC,AMD,29.5
AMD Radeon R7 370,GPU,6/18/2015,28,110,212,2800,925,TSMC,AMD,53
ATI FireMV 2250 PCIe x1,GPU,1/1/2007,80,32,100,107,600,UMC,ATI,25
ATI Radeon HD 5450,GPU,2/4/2010,40,19,59,292,650,TSMC,ATI,14.75
NVIDIA GeForce MX330,GPU,2/10/2020,14,10,74,1800,1531,Samsung,NVIDIA,18.5
AMD Radeon R3 Mobile Graphics,GPU,6/1/2016,28,15,125,1200,200,GF,AMD,31.25
AMD Radeon Vega 8 Embedded,GPU,2/13/2018,14,15,210,4940,300,GF,AMD,52.5
Intel HD Graphics,GPU,1/10/2010,45,35,114,177,533,Intel,Intel,28.5
3dfx Voodoo5 5500 PCI,GPU,6/22/2000,250,30,112,14,166,TSMC,Other,28
NVIDIA GeForce 6600 GT Dual,GPU,8/12/2004,110,,154,146,500,TSMC,NVIDIA,38.5
AMD Radeon R9 290X,GPU,10/24/2013,28,290,438,6200,1000,TSMC,AMD,109.5
AMD Radeon R9 270,GPU,11/13/2013,28,150,212,2800,900,TSMC,AMD,53
AMD Radeon RX 5700 XT,GPU,7/7/2019,7,225,251,10300,1605,TSMC,AMD,62.75
NVIDIA NVS 3100M,GPU,1/7/2010,40,14,57,260,606,TSMC,NVIDIA,14.25
ATI Radeon DDR MAXX,GPU,6/1/2000,180,,115,30,148,TSMC,ATI,28.75
NVIDIA Quadro NVS 440,GPU,2/14/2006,110,31,154,146,250,TSMC,NVIDIA,38.5
NVIDIA GRID K260Q,GPU,6/28/2013,28,225,294,3540,745,TSMC,NVIDIA,73.5
NVIDIA GeForce 9300 + nForce 730i,GPU,4/17/2007,65,40,144,314,450,Unknown,NVIDIA,36
NVIDIA GeForce GTX 1060 5 GB,GPU,12/26/2017,16,120,200,4400,1506,TSMC,NVIDIA,50
AMD Radeon R7 M260DX,GPU,1/7/2014,28,,56,690,955,TSMC,AMD,14
Intel Xeon Phi SE10X,GPU,11/12/2012,22,300,350,5000,1100,Intel,Intel,87.5
AMD Radeon HD 7480D IGP,GPU,10/2/2012,32,65,246,1303,720,TSMC,AMD,61.5
NVIDIA GeForce GTX 1060 6 GB GP104,GPU,3/8/2018,16,120,314,7200,1506,TSMC,NVIDIA,78.5
AMD Radeon HD 6970,GPU,12/14/2010,40,250,389,2640,880,TSMC,AMD,97.25
AMD Radeon R7 250XE,GPU,8/21/2014,28,80,123,1500,860,TSMC,AMD,30.75
ATI Radeon IGP 345M,GPU,10/5/2002,180,,73,30,183,Unknown,ATI,18.25
AMD Radeon HD 7970 X2,GPU,8/31/2012,28,500,352,4313,925,TSMC,AMD,88
NVIDIA GeForce GT 1030 DDR4,GPU,3/12/2018,14,20,74,1800,1152,Samsung,NVIDIA,18.5
Intel UHD Graphics 630,GPU,9/1/2017,14,15,,,350,Intel,Intel,0
NVIDIA PG506-232,GPU,4/12/2021,7,165,826,54200,930,TSMC,NVIDIA,206.5
NVIDIA Quadro K600,GPU,3/1/2013,28,41,118,1270,876,TSMC,NVIDIA,29.5
NVIDIA GeForce GTX 1660 Ti Mobile,GPU,4/23/2019,12,,284,6600,1455,TSMC,NVIDIA,71
ATI Mobility Radeon X1350,GPU,9/18/2006,80,,100,107,371,UMC,ATI,25
NVIDIA GeForce FX 5200 PCI,GPU,3/6/2003,150,,91,45,250,TSMC,NVIDIA,22.75
ATI Radeon X1300 XT AGP,GPU,8/12/2006,90,22,150,157,500,TSMC,ATI,37.5
AMD Radeon R5 230,GPU,4/3/2014,40,19,67,370,625,TSMC,AMD,16.75
NVIDIA Quadro T600 Mobile,GPU,NaT,12,18,200,4700,735,TSMC,NVIDIA,50
AMD Radeon HD 7970,GPU,12/22/2011,28,250,352,4313,925,TSMC,AMD,88
AMD Radeon RX 6700M,GPU,NaT,7,180,335,17200,1489,TSMC,AMD,83.75
ATI Radeon X1300 XT,GPU,8/12/2006,90,22,150,157,500,TSMC,ATI,37.5
ATI Radeon X1300 PRO AGP,GPU,10/1/2005,90,31,100,107,600,TSMC,ATI,25
AMD Radeon E9171 MCM,GPU,10/3/2017,14,40,103,2200,1124,GF,AMD,25.75
NVIDIA GeForce Go 7300,GPU,2/1/2006,90,,81,112,350,TSMC,NVIDIA,20.25
NVIDIA Quadro FX 2700M,GPU,8/14/2008,65,65,240,505,530,TSMC,NVIDIA,60
Intel GMA 950,GPU,1/1/2006,90,7,,,250,Intel,Intel,0
NVIDIA GeForce FX Go5300,GPU,3/1/2003,150,,124,45,275,TSMC,NVIDIA,31
AMD Radeon E8860,GPU,1/25/2014,28,37,123,1500,575,TSMC,AMD,30.75
AMD Radeon Pro Vega 16,GPU,11/14/2018,14,75,,,815,GF,AMD,0
NVIDIA GeForce 6800 XT,GPU,9/30/2005,110,,287,222,300,TSMC,NVIDIA,71.75
NVIDIA GeForce 7300 GS Low Profile,GPU,1/18/2006,90,23,81,112,450,TSMC,NVIDIA,20.25
ATI Radeon HD 4570 Rebrand,GPU,11/22/2009,55,65,135,378,796,TSMC,ATI,33.75
Intel Xeon Phi 5110P,GPU,11/12/2012,22,225,350,5000,1053,Intel,Intel,87.5
NVIDIA GeForce 9800S,GPU,7/15/2008,65,75,240,505,600,TSMC,NVIDIA,60
NVIDIA GeForce 7025 + nForce 630a,GPU,2/1/2006,90,,81,112,425,Unknown,NVIDIA,20.25
AMD Radeon R9 M485X,GPU,5/15/2016,28,250,366,5000,723,TSMC,AMD,91.5
NVIDIA GeForce GTX 480M,GPU,5/25/2010,40,100,529,3100,425,TSMC,NVIDIA,132.25
NVIDIA GeForce GTX 285 Mac Edition,GPU,1/15/2009,55,204,470,1400,648,TSMC,NVIDIA,117.5
ATI Radeon X1600 XT Dual,GPU,NaT,90,,150,157,590,TSMC,ATI,37.5
ATI Radeon SDR PCI,GPU,6/1/2000,180,23,115,30,166,TSMC,ATI,28.75
NVIDIA GeForce 9500 GS Rev. 2,GPU,7/29/2008,55,40,121,314,500,TSMC,NVIDIA,30.25
AMD Radeon RX Vega 11,GPU,7/7/2019,14,15,210,4940,300,GF,AMD,52.5
ATI Mobility Radeon HD 5165,GPU,1/7/2010,55,35,146,514,600,TSMC,ATI,36.5
ATI Radeon X800 GTO AGP,GPU,11/8/2007,130,49,281,160,400,TSMC,ATI,70.25
AMD Radeon R5 235X OEM,GPU,12/21/2013,40,18,67,370,875,TSMC,AMD,16.75
NVIDIA Quadro Plex 2100 D4,GPU,7/25/2008,65,640,324,754,500,TSMC,NVIDIA,81
AMD Radeon Pro Duo Polaris,GPU,4/24/2017,14,250,232,5700,1243,GF,AMD,58
AMD Radeon RX 550X,GPU,12/16/2018,14,50,103,2200,1100,GF,AMD,25.75
NVIDIA GeForce GTX 1080 Max-Q,GPU,6/27/2017,16,150,314,7200,1290,TSMC,NVIDIA,78.5
AMD Radeon RX 560 Mobile,GPU,1/5/2017,14,55,123,3000,1000,GF,AMD,30.75
NVIDIA Quadro M5500 Mobile,GPU,4/8/2016,28,150,398,5200,1140,TSMC,NVIDIA,99.5
ATI Radeon X600 SE,GPU,9/1/2004,110,36,74,107,325,TSMC,ATI,18.5
3dfx Voodoo4 4000 AGP,GPU,NaT,250,15,112,14,166,TSMC,Other,28
AMD FirePro W4000,GPU,8/7/2012,28,75,212,2800,825,TSMC,AMD,53
NVIDIA GeForce GTX 580,GPU,11/9/2010,40,244,520,3000,772,TSMC,NVIDIA,130
NVIDIA GeForce RTX 2060 Max-Q Refresh,GPU,1/29/2019,12,115,445,10800,960,TSMC,NVIDIA,111.25
ATI Mobility Radeon HD 5650,GPU,1/7/2010,40,15,104,627,450,TSMC,ATI,26
Intel GMA X4500,GPU,6/1/2008,65,13,,,533,Intel,Intel,0
AMD Radeon E9550 MXM,GPU,9/27/2016,14,95,232,5700,1120,GF,AMD,58
Intel HD Graphics 2000,GPU,2/1/2011,32,,131,504,650,Intel,Intel,32.75
ATI Radeon HD 4700,GPU,2/11/2010,55,50,146,514,600,TSMC,ATI,36.5
AMD Radeon HD 8670A,GPU,2/2/2013,28,45,77,950,600,TSMC,AMD,19.25
ATI Xbox 360 GPU 65nm,GPU,8/1/2008,65,150,181,232,500,TSMC,ATI,45.25
AMD Radeon R9 285X,GPU,NaT,28,200,366,5000,1002,TSMC,AMD,91.5
NVIDIA GeForce GTX 1080 11Gbps,GPU,4/20/2017,16,180,314,7200,1607,TSMC,NVIDIA,78.5
NVIDIA Quadro P3000 Mobile,GPU,1/11/2017,16,75,314,7200,1088,TSMC,NVIDIA,78.5
NVIDIA GeForce GT 730,GPU,6/18/2014,28,38,87,1020,902,TSMC,NVIDIA,21.75
AMD Radeon R7 A265,GPU,1/9/2014,28,,77,950,725,TSMC,AMD,19.25
NVIDIA GeForce FX Go5200 64M,GPU,3/1/2003,150,,91,45,250,TSMC,NVIDIA,22.75
NVIDIA GeForce 7600 GS AGP,GPU,7/1/2006,90,27,125,177,400,TSMC,NVIDIA,31.25
NVIDIA GeForce RTX 3070 Mobile,GPU,1/12/2021,8,115,392,17400,1110,Samsung,NVIDIA,98
ATI FireMV 2260,GPU,1/1/2008,55,15,67,181,500,TSMC,ATI,16.75
NVIDIA GeForce 6100 + nForce 420,GPU,10/11/2004,90,,,,425,Unknown,NVIDIA,0
NVIDIA GeForce 6100 + nForce 430,GPU,10/11/2004,90,,,,425,Unknown,NVIDIA,0
NVIDIA GeForce GTX 560 Ti OEM,GPU,3/30/2011,40,210,520,3000,732,TSMC,NVIDIA,130
AMD Radeon R5 A255,GPU,1/1/2014,28,,125,1550,925,TSMC,AMD,31.25
ATI Radeon X1650 GT,GPU,5/1/2007,80,,230,330,400,TSMC,ATI,57.5
NVIDIA GRID M60-2Q,GPU,8/30/2015,28,225,398,5200,557,TSMC,NVIDIA,99.5
NVIDIA TITAN X Pascal,GPU,8/2/2016,16,250,471,11800,1417,TSMC,NVIDIA,117.75
AMD FirePro W8100,GPU,6/23/2014,28,220,438,6200,824,TSMC,AMD,109.5
ATI Mobility Radeon 9600 PRO Turbo,GPU,2/13/2004,130,,92,76,337,TSMC,ATI,23
NVIDIA Quadro FX 5600,GPU,3/5/2007,90,171,484,681,600,TSMC,NVIDIA,121
NVIDIA P106-090,GPU,7/31/2017,16,75,200,4400,1354,TSMC,NVIDIA,50
NVIDIA Quadro FX Go1400,GPU,2/25/2005,130,,225,222,275,TSMC,NVIDIA,56.25
NVIDIA GeForce Go 7300T,GPU,2/1/2006,90,,81,112,350,TSMC,NVIDIA,20.25
AMD Radeon R7 Graphics,GPU,2/17/2014,28,90,245,2410,720,GF,AMD,61.25
NVIDIA GeForce GT 325M,GPU,1/10/2010,40,23,100,486,450,TSMC,NVIDIA,25
NVIDIA RTX A5000,GPU,4/12/2021,8,230,628,28300,1170,Samsung,NVIDIA,157
ATI Radeon Xpress 1200 IGP,GPU,2/28/2007,80,,73,120,400,Unknown,ATI,18.25
NVIDIA GeForce 7900 GT,GPU,3/9/2006,90,48,196,278,450,TSMC,NVIDIA,49
AMD Radeon R8 M535DX,GPU,4/18/2017,28,,125,1550,780,TSMC,AMD,31.25
NVIDIA Quadro K2200,GPU,7/22/2014,28,68,148,1870,1046,TSMC,NVIDIA,37
NVIDIA GeForce GT 720M,GPU,12/25/2013,28,33,87,1020,719,TSMC,NVIDIA,21.75
AMD FirePro S7100X,GPU,5/25/2016,28,100,366,5000,725,TSMC,AMD,91.5
NVIDIA Quadro 4000,GPU,11/2/2010,40,142,529,3100,475,TSMC,NVIDIA,132.25
AMD Radeon HD 8860 OEM,GPU,1/8/2013,28,175,212,2800,925,TSMC,AMD,53
NVIDIA GeForce 8800 GTS 640,GPU,11/8/2006,90,143,484,681,513,TSMC,NVIDIA,121
NVIDIA Tesla K20m,GPU,1/5/2013,28,225,561,7080,706,TSMC,NVIDIA,140.25
AMD Radeon HD 6250 IGP,GPU,10/9/2012,40,7,75,450,276,TSMC,AMD,18.75
NVIDIA Quadro NVS 135M,GPU,5/9/2007,80,10,127,210,400,TSMC,NVIDIA,31.75
Intel Xeon Phi 7120P,GPU,6/17/2013,22,300,350,5000,1238,Intel,Intel,87.5
NVIDIA GeForce RTX 2080 SUPER Mobile,GPU,4/2/2020,12,150,545,13600,1365,TSMC,NVIDIA,136.25
NVIDIA Jetson TX1 GPU,GPU,1/4/2015,20,15,118,2000,1000,TSMC,NVIDIA,29.5
AMD Radeon R7 M260X,GPU,12/6/2015,28,,77,950,620,TSMC,AMD,19.25
NVIDIA GeForce GT 1030,GPU,5/17/2017,14,30,74,1800,1228,Samsung,NVIDIA,18.5
AMD Radeon R5 M230 Rebrand,GPU,5/31/2014,28,,56,690,780,TSMC,AMD,14
NVIDIA GeForce FX 5900 Ultra,GPU,10/23/2003,130,59,207,135,450,TSMC,NVIDIA,51.75
ATI Mobility Radeon HD 5670 Mac Edition,GPU,4/22/2010,40,15,104,627,650,TSMC,ATI,26
AMD Radeon HD 7340 IGP,GPU,6/6/2012,40,18,75,450,523,TSMC,AMD,18.75
AMD Radeon RX 460 Mobile,GPU,8/8/2016,14,55,123,3000,1000,GF,AMD,30.75
NVIDIA Quadro 1000M,GPU,1/13/2011,40,45,116,585,700,TSMC,NVIDIA,29
AMD Radeon Vega 8 Mobile,GPU,1/12/2021,7,45,156,9800,300,TSMC,AMD,39
NVIDIA Quadro FX 4400,GPU,7/28/2005,130,83,287,222,375,TSMC,NVIDIA,71.75
ATI Radeon HD 2400 PRO PCI,GPU,6/28/2007,65,20,85,180,525,TSMC,ATI,21.25
NVIDIA GeForce 6800 GT,GPU,6/8/2004,130,67,287,222,350,TSMC,NVIDIA,71.75
NVIDIA Quadro FX 4400G,GPU,7/28/2005,130,83,287,222,375,TSMC,NVIDIA,71.75
NVIDIA GeForce RTX 2060,GPU,1/7/2019,12,160,445,10800,1365,TSMC,NVIDIA,111.25
ATI Radeon HD 5670 640SP Edition,GPU,7/18/2010,40,64,166,1040,750,TSMC,ATI,41.5
ATI FirePro V3800,GPU,4/26/2010,40,43,104,627,650,TSMC,ATI,26
NVIDIA GRID K200,GPU,6/28/2013,28,225,294,3540,745,TSMC,NVIDIA,73.5
Intel Extreme Graphics 2,GPU,12/3/2003,130,,,,200,Intel,Intel,0
AMD Radeon Pro 450,GPU,10/30/2016,14,35,123,3000,800,GF,AMD,30.75
ATI Mobility Radeon HD 2700,GPU,12/12/2007,65,35,153,390,700,TSMC,ATI,38.25
ATI Mobility Radeon HD 3850,GPU,6/4/2008,55,35,192,666,580,TSMC,ATI,48
Intel HD Graphics P4000,GPU,5/14/2012,22,45,133,1200,650,Intel,Intel,33.25
AMD Radeon Graphics 384SP,GPU,1/6/2020,7,15,156,9800,400,TSMC,AMD,39
Intel Iris Pro Graphics 5200,GPU,5/27/2013,22,30,,,200,Intel,Intel,0
ATI Radeon HD 5770,GPU,10/13/2009,40,108,166,1040,850,TSMC,ATI,41.5
NVIDIA Quadro FX 3500,GPU,5/22/2006,90,80,196,278,450,TSMC,NVIDIA,49
AMD Radeon HD 7950 Monica BIOS 1,GPU,1/31/2012,28,185,352,4313,925,TSMC,AMD,88
AMD Radeon R7 260,GPU,12/17/2013,28,95,160,2080,1000,TSMC,AMD,40
NVIDIA GeForce GT 120M Mac Edition,GPU,12/12/2008,55,14,121,314,500,TSMC,NVIDIA,30.25
ATI Radeon 8500 X4,GPU,NaT,150,92,120,60,250,TSMC,ATI,30
NVIDIA GeForce GTX 460 v2,GPU,9/24/2011,40,160,332,1950,779,TSMC,NVIDIA,83
NVIDIA GeForce 7050 + nForce 620i,GPU,10/4/2007,90,,81,112,500,Unknown,NVIDIA,20.25
NVIDIA GeForce 840M,GPU,3/12/2014,28,33,,,1029,TSMC,NVIDIA,0
Intel HD Graphics,GPU,4/29/2013,22,45,,,200,Intel,Intel,0
AMD Radeon Pro V520,GPU,12/1/2020,7,225,,,1000,TSMC,AMD,0
NVIDIA GeForce4 MX 420 PCI,GPU,2/6/2002,150,,65,29,250,TSMC,NVIDIA,16.25
NVIDIA GeForce 6200 TurboCache,GPU,12/15/2004,110,,110,75,350,TSMC,NVIDIA,27.5
AMD FirePro M8900,GPU,4/12/2011,40,75,212,1700,680,TSMC,AMD,53
AMD Radeon HD 8250 IGP,GPU,5/23/2013,28,8,110,1178,300,TSMC,AMD,27.5
Intel H3C XG310,GPU,11/11/2020,10,300,77,,900,Intel,Intel,19.25
AMD Radeon HD 6630M Mac Edition,GPU,1/4/2011,40,26,104,716,500,TSMC,AMD,26
AMD Radeon R9 M275,GPU,1/28/2014,28,,123,1500,900,TSMC,AMD,30.75
ATI Mobility Radeon HD 4100 IGP,GPU,11/1/2009,55,,67,181,400,Unknown,ATI,16.75
NVIDIA Quadro FX 600 PCI,GPU,3/17/2004,150,,124,45,270,TSMC,NVIDIA,31
ATI Radeon HD 3850,GPU,11/19/2007,55,75,192,666,668,TSMC,ATI,48
NVIDIA Quadro P400,GPU,2/7/2017,14,30,132,3300,1228,Samsung,NVIDIA,33
ATI Radeon 9800,GPU,3/1/2003,150,37,215,117,325,TSMC,ATI,53.75
NVIDIA Quadro 7000,GPU,5/2/2012,40,204,520,3000,651,TSMC,NVIDIA,130
ATI All-In-Wonder X800 SE,GPU,4/27/2005,130,,281,160,425,TSMC,ATI,70.25
ATI Radeon HD 2600 XT,GPU,6/28/2007,65,45,153,390,800,TSMC,ATI,38.25
Intel HD Graphics 400,GPU,4/1/2015,14,6,,,320,Intel,Intel,0
Intel GMA X4500MHD,GPU,9/1/2008,65,13,,,533,Intel,Intel,0
ATI Radeon 9200 PRO,GPU,5/1/2003,150,28,98,36,240,UMC,ATI,24.5
ATI FireMV 2200,GPU,1/1/2006,110,15,74,107,324,TSMC,ATI,18.5
ATI Radeon X700 PRO,GPU,9/1/2004,110,33,156,120,425,TSMC,ATI,39
ATI Mobility FireGL V3100,GPU,6/1/2004,110,,74,107,350,TSMC,ATI,18.5
AMD Radeon HD 6850 X2,GPU,9/19/2011,40,254,255,1700,800,TSMC,AMD,63.75
AMD Radeon HD 7970 GHz Edition,GPU,6/22/2012,28,300,352,4313,1000,TSMC,AMD,88
ATI Mobility Radeon X1350,GPU,9/18/2006,80,,100,107,419,UMC,ATI,25
AMD Radeon E9172 MXM,GPU,10/3/2017,14,35,103,2200,1124,GF,AMD,25.75
AMD Radeon HD 8280 IGP,GPU,9/18/2013,28,15,110,1178,450,TSMC,AMD,27.5
NVIDIA Tesla T4,GPU,9/13/2018,12,70,545,13600,585,TSMC,NVIDIA,136.25
Intel HD Graphics P530,GPU,9/1/2015,14,15,123,,350,Intel,Intel,30.75
ATI Radeon HD 5670,GPU,1/14/2010,40,64,104,627,775,TSMC,ATI,26
ATI Radeon 9700 PRO X4,GPU,7/1/2002,150,,215,110,325,TSMC,ATI,53.75
ATI Radeon X800 XT Platinum AGP,GPU,5/1/2004,130,63,281,160,520,TSMC,ATI,70.25
ATI Radeon X600 PRO,GPU,9/1/2004,110,36,74,107,400,TSMC,ATI,18.5
NVIDIA Quadro K4200,GPU,7/22/2014,28,108,294,3540,771,TSMC,NVIDIA,73.5
NVIDIA GeForce FX 5200 Rev. 2,GPU,3/6/2003,150,,91,45,250,TSMC,NVIDIA,22.75
AMD Radeon HD 7370M,GPU,1/7/2012,40,11,59,292,750,TSMC,AMD,14.75
NVIDIA GeForce 6800,GPU,4/14/2004,130,,287,222,325,TSMC,NVIDIA,71.75
NVIDIA GeForce Go 7400T,GPU,2/1/2006,90,,81,112,450,TSMC,NVIDIA,20.25
ATI Radeon HD 5970,GPU,11/18/2009,40,294,334,2154,725,TSMC,ATI,83.5
NVIDIA GeForce FX 5950 Ultra,GPU,10/23/2003,130,74,207,135,475,TSMC,NVIDIA,51.75
AMD Radeon R5 240 OEM,GPU,11/1/2013,28,50,77,950,730,TSMC,AMD,19.25
NVIDIA Quadro FX 470,GPU,9/12/2007,65,38,144,314,580,Unknown,NVIDIA,36
NVIDIA GeForce GTX 750 Ti,GPU,2/18/2014,28,60,148,1870,1020,TSMC,NVIDIA,37
NVIDIA Tesla P100 PCIe 12 GB,GPU,6/20/2016,16,250,610,15300,1190,TSMC,NVIDIA,152.5
NVIDIA GeForce GTX 950A,GPU,3/13/2015,28,75,148,1870,993,TSMC,NVIDIA,37
AMD Radeon R2 Mobile Graphics,GPU,6/1/2016,28,15,125,1200,200,GF,AMD,31.25
AMD Radeon 540X Mobile,GPU,9/5/2018,14,50,103,2200,980,GF,AMD,25.75
NVIDIA GeForce Go 7800,GPU,3/3/2006,110,35,333,302,400,TSMC,NVIDIA,83.25
Matrox Millennium G450 x2 MMS,GPU,6/19/2002,180,,,10,125,UMC,Other,0
AMD Radeon R8 M365DX,GPU,6/3/2015,28,,125,1550,900,TSMC,AMD,31.25
AMD Radeon R9 380 OEM,GPU,5/5/2015,28,190,366,5000,918,TSMC,AMD,91.5
NVIDIA ION LE,GPU,6/3/2008,65,20,162,282,450,Unknown,NVIDIA,40.5
AMD Playstation 4 Slim GPU,GPU,9/7/2016,16,75,209,,800,TSMC,AMD,52.25
NVIDIA GeForce 6800 GTO,GPU,4/14/2004,130,,287,222,350,TSMC,NVIDIA,71.75
AMD Radeon HD 6870 1600SP Edition,GPU,1/14/2013,40,175,334,2154,850,TSMC,AMD,83.5
NVIDIA Quadro Plex 1000 Model IV,GPU,7/25/2008,90,320,484,681,600,TSMC,NVIDIA,121
NVIDIA GRID K100,GPU,6/28/2013,28,130,118,1270,850,TSMC,NVIDIA,29.5
ATI Radeon IGP 340,GPU,10/5/2002,180,,73,30,183,Unknown,ATI,18.25
ATI Mobility FireGL V5600,GPU,5/14/2007,65,,153,390,500,TSMC,ATI,38.25
NVIDIA GeForce GTS 450 OEM,GPU,9/13/2010,40,106,238,1170,783,TSMC,NVIDIA,59.5
NVIDIA A100 SXM4 80 GB,GPU,11/16/2020,7,400,826,54200,1095,TSMC,NVIDIA,206.5
ATI Mobility Radeon HD 4330,GPU,1/9/2009,55,,73,242,450,TSMC,ATI,18.25
AMD Radeon RX 640 Mobile,GPU,5/13/2019,14,50,103,2200,1082,GF,AMD,25.75
Sony Playstation Portable GPU 65nm,GPU,8/30/2007,65,4,,,133,Sony,Other,0
NVIDIA Quadro FX 350M,GPU,3/13/2006,90,15,81,112,450,TSMC,NVIDIA,20.25
NVIDIA GeForce 6800 XT,GPU,9/30/2005,130,,287,222,300,TSMC,NVIDIA,71.75
NVIDIA GeForce 9300 GS,GPU,6/1/2008,65,,86,210,567,TSMC,NVIDIA,21.5
